Gene_ID,length,BA21_DS_F,BA22_WS_F,BA23_DS_M,BA24_WS_M,BA25_DS_F,BA26_WS_F,BA27_DS_M,BA28_WS_M,BA29_DS_F,BA30_WS_F,BA31_DS_M,BA32_WS_M
comp449772_c0,489,0,3,1,3,3.72,3,1,0,0,0,1,1
comp44978_c0,577.57,30,32,42,28,36.1,49,19.99,44,18,30.01,43.02,53
comp44979_c0,1817,296,284,222,297,301,307,229,222,307,311,275,213
comp44980_c0,949.49,142,71.01,70.58,73,92,93,193,83,56,81,88,73
comp449808_c0,323,0,0,4,0,0,0,0,0,0,0,0,0
comp44981_c0,1527.4,202,109,176,164,149,159,114.01,173,115.82,158,157,162
comp44982_c0,988.02,264.87,214.47,211,180,234,195.71,209.57,162,249.08,265,226,226.87
comp44983_c0,522,3.94,12,7,9,6,10,5.01,15,7,6,5,3
comp44984_c0,1319,126.07,170,150.43,163.07,196.21,192.88,165.43,174.79,186.25,157.87,170.84,144.71
comp449842_c0,561,2,3,1,0,3,2,1,2,0,1,2,1
comp44985_c0,1209,33.99,59.23,46.01,67,50,56,46,62.97,15.84,26,39,63
comp44986_c0,571,14,16,11,8,9,10,5,8,12,4,21.42,11
comp449864_c0,327,0,4,0,0,0,12,9,10,3,23,0,0
comp449865_c0,313,1,2,0,1,2,1,1,0,0,0,0,0
comp44987_c0,1055,120,113,94,106.03,96,121,63,93,107,132,121,98
comp449876_c0,610,0,0,0,9,0,0,0,10,1,0,0,0
comp44988_c0,2692,166,170.03,450,207.01,285.06,341.95,332,266.02,299.99,180.01,181.03,160.99
comp449884_c0,464,7,0,0,0,0,0,0,1,0,0,2,0
comp44989_c0,679.56,40,55,83,82.94,55,67.99,66,58,29,39,54.01,19
comp44990_c0,1680.39,25.01,43,25,37.95,32,24.01,32,38,15,17,331.87,33
comp449903_c0,639,6,1,0,5,0,0,1,0,0,0,2,0
comp449904_c0,401,0,3,0,1,0,0,2,2,4,2,0,0
comp449905_c0,338,1,0,1,1,0,1,0,0,1,3,0,0
comp449908_c0,387,1,0,2,3,5,1,4,2,1,0,2,1
comp44991_c0,1824,813.02,747.39,741.9,1047,501.94,893,717.25,589.71,544.45,558.01,792.17,992.99
comp449912_c0,382,1,3,1,1,0,1,0,1,0,1,1,0
comp44992_c0,385.18,10,5,6,8,11,10,2,7,5,5,27,9
comp44993_c0,756.45,26,47,22,53,57,90.31,27,73,24,69,36,46
comp44994_c0,1024,148,130,99,120,76.76,122,95,130,100,147,108,123.83
comp44995_c0,705.82,34,39,47.99,40,26,39.83,18,39,29,24.87,45,67
comp44996_c0,479,3,11,5.02,10,5,3.39,10,3,3,9,8,5.12
comp44997_c0,1298,2585.97,1292.14,2914.74,1275.81,1339.04,983,2588.86,662,2030.24,1080,2181.99,1059
comp44998_c0,1330.74,203.94,198.91,269.01,210.14,195.99,206.91,243.32,154,160,215.61,230.07,173.04
comp44999_c0,2175,1972.34,2074.12,2384.75,2307.2,2049.88,1957.09,1965.59,1531.93,1263.87,1965.9,2302.08,2146.03
comp449991_c0,330,0,0,2,1,1,2,0,0,0,1,1,2
comp45000_c0,615,127,61.13,45.77,49.1,79.16,63.85,81,74,61.84,48.06,138,46.12
comp450009_c0,477,3,2,2,2,2,6,2,1,1,0,3,2
comp45001_c0,1290,218,159.84,152.96,160.13,133.04,123,159.89,165,143,140.9,175,131.01
comp45002_c0,1314.68,66.24,72.16,53.89,130.91,61.57,129.34,52.05,94.8,55.83,127,85,51.81
comp450021_c0,387,3,0,1,4,2,2,0,0,0,0,1,0
comp450023_c0,303,2,0,1,1,0,0,3,0,1,0,0,0
comp45003_c0,1313,535.11,267.47,669,672,356.3,495.27,418.02,262.84,393,313.75,565.08,600
comp45004_c0,993.93,116.1,77,80,68.99,74,50,83,70,48,51,93,70
comp450047_c0,351,0,1,3,0,0,0,0,0,0,1,0,1
comp45005_c1,800.69,474.22,303.46,351.53,345.94,302.95,338.33,230,317.16,215.97,344.91,394.59,396.58
comp45006_c0,1169.59,583.36,639,487,528.1,481.02,320.54,349.62,572.85,442.65,399,720,805.47
comp45006_c1,436.13,21,23,49,58,28,29,27.01,26.05,49,20.01,17,13
comp450066_c0,326,1,0,0,4,0,0,0,0,0,0,0,0
comp45007_c0,806.75,19.98,42,31,30,33,30,25,65,50,22,16,42
comp45008_c0,1368.72,981,555,737,814,686.74,924,629.03,833.03,676.32,666.03,775,735
comp45009_c0,677.45,37.37,68,71,62.97,78,124,64,128,72,149,84,66
comp45010_c0,870,108,53,113,94,95,72,88,88,71,58,61,56
comp450104_c0,493,1,3,2,3,4,2,0,2,0,4,3,3
comp45011_c0,747,29.1,42.46,59,50.89,36,30,25,42.05,22.01,36.01,56,39
comp45012_c0,507,7,21,7,5,28,35,6,17,5,17,1,27
comp450129_c0,357,3,0,1,0,0,1,1,1,0,0,0,4
comp45013_c0,1670.14,78,69,64,61.97,81,42.17,36,41,49,52,93,85
comp450131_c0,373,2,2,2,0,0,0,0,0,2,1,1,2
comp450132_c0,422,0,1,0,0,0,0,0,0,0,0,0,1
comp45014_c0,789.63,50,56.72,38,53,60,57.44,4,26,34,41,36,33
comp450143_c0,679,0,0,2,6,4,0.99,0,0,1,0,0,4
comp45015_c0,1470,38,28,35,15,26,40,5,21,24,19,42,20
comp45016_c0,2754.45,299,148.99,310,183.97,221,214.04,166,123,236.28,170,296,171
comp45017_c0,3473,179,145,193,171,155,131,167,136,126,138,192,123
comp450175_c0,374,1,1,3,2,0,0,0,0,0,0,0,1
comp45018_c0,2627,76,68,67,104,92.03,149.65,31.9,54,59,31,77.3,107.98
comp450182_c0,367,0,3,2,1,0,1,0,0,0,0,0,0
comp450183_c0,486,8,0,0,0,0,3,8,0,0,0,0,0
comp45019_c0,1684.96,153.01,327,79,269,200.1,502,117,200,145,289,86,338.21
comp45020_c0,4867,147,132,146,123,94,107,79,120,97,101,169,169
comp450206_c0,360,0,1,2,2,1,1,1,0,0,0,2,0
comp45021_c0,1989,31,29,27,23,38,25,23,26,35,43,41.99,23.96
comp45022_c0,2226.53,542,359,604.88,404,487,364,411.88,413,310,491,456,353.57
comp45023_c0,940,46,26,30,48,38,52,53,40,324,50,59,94
comp450237_c0,338,0,0,0,5,1,0,0,0,1,2,0,0
comp45024_c0,1012.64,201.36,136.56,201.99,135.99,225.69,176.93,235.04,159.93,154.94,151.57,157.12,163.99
comp45025_c0,572.85,28,29,32,36,41,30,16,32.99,27,40.04,54,55
comp45026_c0,872.41,56,35,41.99,37,45,41,27,21,10.82,16.98,45,39
comp45027_c0,859,20,43,60,31.01,21.6,24.99,55,25.22,49.1,38,19.85,36.01
comp45028_c0,1066,47,42,54.98,58,50,63,45,73,45,49,66,52
comp450287_c0,552,5,0,4,0,0,0,0,0,0,0,0,0
comp45029_c0,2499,61,64,60,71.15,63,88,47,51,44,56,101,99.94
comp45030_c0,1766,49.84,43.21,36,47,43,63,37,57,31,51,44,52
comp450306_c0,472,1,2,5,1,6,2,6,3,1,1,2,1
comp45031_c0,728.79,194,184,189.78,157,173.97,205,187,207.16,142.87,179,247,240
comp450317_c0,400,1,1,2,2,1,1,0,0,3,0,0,1
comp45032_c0,2946,61,14,21,47.4,28,38,36,75,19,10,33,60
comp45033_c0,1210,745.3,584.65,600.93,568.78,450.91,664.83,513,624,577,625,683.75,612.65
comp45034_c0,713.49,101.76,63,121,129.77,109.01,112.12,106.1,78.08,68,111.88,142,121.74
comp45035_c0,1056.94,60,57,42,64,16.05,28,42,53,20,54.78,56.79,51
comp45036_c0,1157.76,68.98,3,40,2,3,33,36.44,29,7,3,54.43,0
comp45037_c0,1230,249,699.96,598.82,380.2,610,162,1578.47,3862.5,188,306,401,2911.13
comp45038_c0,1231,74,115,54.99,91,65,135.46,28.98,87.01,35.99,63,53,56
comp45039_c0,3656.14,2149.95,1850.93,2918.46,1756.99,1494,1405.98,1683.32,1107.75,1658.44,1870.72,2758.91,1939.89
comp45040_c0,543.18,214.94,26,165,23,98.64,36,124,71,68,27,72.23,33
comp45041_c0,902,4,32.02,44.02,25.15,62,49,27.99,4,34.65,24,9,12
comp45042_c0,720.09,18,16,17,26,9,11.31,6,11,5,16,22,20
comp450428_c0,324,2,1,0,2,2,3,0,2,3,1,2,2
comp45043_c0,665,48.05,47,44,48,43,46,18,31,42.08,46,37,50
comp45044_c0,770.55,430.83,290.99,430.89,222.91,240.74,310.6,196.78,308.7,422,302.14,432.93,209.32
comp450443_c0,301,4,0,1,0,0,0,0,0,0,0,1,0
comp45045_c0,632,18,13,4,9,5,5,6,8,8,10,10,6
comp450455_c0,338,2,1,1,1,3,2,0,1,0,0,0,0
comp450458_c0,466,5,1,1,0,2,2,2,0,4,3,0,1
comp45046_c0,560,22,6.79,23,14.13,18.96,23.5,20,16,11,17,11,21
comp450460_c0,710,1,0,3,8,1,3,5,7,3,0,1,5
comp450465_c0,374,0,0,3,0,0,0,0,0,0,0,1,3
comp45047_c0,988,46.02,71.3,54,57.01,44,64.61,36.31,59,26,32.08,66,40.88
comp450475_c0,350,3,2,0,0,0,0,0,0,2,0,0,0
comp45048_c0,1350,109,82.02,73.83,40,60,74,72.88,60,59,54,70,58
comp45049_c0,1669,295.22,270,259.8,312,192,306.99,253.29,237,215,293,324.94,288
comp45050_c1,574,10,18,16.92,17,10.02,14.46,2,16,4,9,19,16
comp45051_c0,896,24,15,46,38.27,28,26.96,32.4,22,31,22,41,25.53
comp45052_c0,648,166.9,152.45,187.8,185.52,166.48,106,245.96,188,76,56.39,108.93,143.06
comp45052_c1,972,15,0,9,11,0,9,10,0,10,14,11,7
comp45053_c0,855,10,16.96,41.17,25.52,30,12,8,30,6,13,20,24
comp450530_c0,436,1,2,1,1,1,3,0,0,1,2,1,0
comp450534_c0,420,1,2,2,4,1,0,0,0,0,0,0,0
comp45054_c0,1060.43,418.95,85.95,121.92,279.96,497.37,232.99,249.24,431.09,344.31,284.06,742.23,269.76
comp450543_c0,344,0,0,7,0,0,0,0,0,0,0,0,0
comp450549_c0,345,0,3,0,2,0,1,0,0,0,0,1,0
comp45055_c0,1330.89,984.24,671.1,884.79,679.26,737.05,661.46,767.16,739.34,770.16,736.13,787.92,683.96
comp45056_c0,642.98,40,37,42,30,28,36,22,23,21,12,41,28
comp45057_c0,665,11,9,11,7,10,12,6,10,12,7,14,16
comp45058_c0,415,7,11,4,14,9,5,4,10,4,4,4.01,4
comp45059_c0,1659,1075,651,940,737,723.01,728,835,932.89,752.99,751.22,955,669
comp450590_c0,380,0,1,3,0,0,2,0,1,2,0,0,0
comp45060_c0,2599,139,89,81,64,62,36,29,67,27,31,99,47
comp450600_c0,675,5,1,1,2,5,7,2,0,4,1,4,8
comp450607_c0,327,0,1,0,3,0,2,1.99,0,0,0,1,0
comp45061_c0,1810.36,33.6,63,20,63.32,14,67.97,44,53.01,13,28,26,8
comp450613_c0,388,1,0,1,3,0,0,0,0,0,0,0,0
comp45062_c0,1093,346,287,272,285.71,298.95,353,180.9,290.62,213.21,282,377,318
comp450620_c0,468,0,3,1,4,1,1,1,0,0,0,0,2
comp45063_c0,1443,65,42,75,71,78,65,43,66,47,54,124,67
comp450632_c0,366,0,0,1,3,1,2,0,0,1,0,6,1
comp450636_c0,379,3,1,1,0,0,6,0,3,0,0,0,0
comp45064_c0,992.54,103,129,219,119,117,71,142,85,84,99,141,203
comp45065_c0,703.97,100,100,50.94,88,131,90,137.92,111.01,99,92,126.99,117
comp45066_c1,570.29,40,58.26,13,42,13,20.07,15,39.01,44,86,14,29
comp45067_c0,1156.56,85.41,55,81,82,55,89,85,63.02,65,90.62,59,77.72
comp45068_c0,1040.01,119,109,86,103,80,75,67,88,78,67,109.71,86.37
comp450687_c0,477,0,1,4,1,2,0,0,1,0,0,1,2
comp45069_c0,1307.85,2902.11,3009,2573.94,2720.21,1967.98,2180.19,2515.01,2227.19,2198.17,1953.65,1699.76,3099.06
comp450691_c0,333,2,3.23,0,0,2,2,0,0,1,0,1,0
comp4507_c0,446,1,5,2,1,3,2,4,6,1,3,1,1
comp45070_c0,993,39,37,34,36,39,35,30,24,33.43,34,63.07,28
comp450706_c0,301,0,0,2,0,4,1,0,3,0,0,0,0
comp45071_c0,1541.87,169,188,153,198,167,226,129.66,203,119,204,162,218
comp45072_c0,457,29,6.51,5,7,19,15.99,13,8.02,26.25,6,10,7
comp45072_c1,1107,118,25,30,23,55,28,36.1,27,55,12,23,28
comp450727_c0,365,0,2,1,1,0,1,0,1,0,0,0,0
comp45073_c0,4758,78,117,106,94,95,105,62,94,51,75,115,117
comp45074_c0,717.07,19,62,50,78,49,57,11,6.01,16,15,31,17.08
comp45075_c0,1645,121.99,120,156,145,122,128,129,122,98,86,136,130.59
comp450757_c0,610,2,3,0,5,0,0,4,5,0,5,0,2
comp45076_c0,852,6,42.02,14.64,47.87,47,43,1,15,51,45,19,11
comp45077_c0,4186,61,60,57,42,35,69,18,58,30,51,79,72
comp45078_c0,441.87,27.16,49.05,33,43,33,50,21,36,41.31,39,52,39
comp45079_c0,1033.55,131.01,84,133,106,107.03,98,88,124.01,104,110,120,99
comp45080_c0,1037.52,61,36,67,44,45,51,16,32,16,28,75,44
comp45081_c0,1057,1564.13,484,955,691,1529,551.78,1427,613,1689,657,453.63,500
comp450813_c0,441,5,0,0,1,3,0,0,1,1,0,0,1
comp45082_c0,844.57,16.73,8,18,16.15,5,20.24,9,16,4,8,11.99,10
comp45083_c0,727.93,58,35,43,59,34,58.01,26.14,49,22,77.99,66,53
comp45084_c0,2257,28,26,36,15,35,20,19,15,15.99,11,25.17,7
comp45085_c0,775,28,45,35,33,35,39.98,14.25,39.05,19,20,36.99,39.19
comp450857_c0,373,0,2,2,2,3,0,0,0,0,0,0,0
comp45086_c0,731.55,123.08,129.69,104,117.98,113,110.24,136,132,121,145,51,85
comp450863_c0,411,0,0,3,1,1,0,0,0,0,0,1,0
comp45087_c0,1816,135,135.99,104,161,87,100,106.07,130.99,91,131,137,96.01
comp45088_c0,1285,76,42,74,33,56,50,37,64,42,34,83,57
comp45089_c0,996,48,28,51,34,25,34.76,14,33,24,12,61,66
comp45090_c0,653,210.99,76.72,125.67,156.1,201,157,77,126,133,127.03,196,121
comp450901_c0,417,2,0,1,3,0,1,0,0,3,0,1,0
comp450906_c0,392,0,2,0,2,0,0,3,1,0,0,0,0
comp45091_c0,870,108.02,118.97,142.99,145.05,129.19,166.99,97.62,73.5,125.16,152,170.86,76.71
comp45092_c0,878,21,18,22,20,25,10,14,12,25,21,21,25
comp45093_c0,662,38.06,34,31,45,28,55,29,37,35.1,29,47,36.03
comp45094_c0,1292.73,91,166,93.01,203,66,212,75.97,152.99,70,153,70.28,176
comp45095_c0,1537,338,263.95,327,297,266,312,278.98,352,286,303,337,313
comp45096_c0,1065.08,376,134,285,89.89,178.23,107,218,158.85,235.87,253,255,171
comp450961_c0,452,2,1,3,0,0,0,0,0,1,0,0,0
comp45097_c0,892.75,186.26,133.11,111.63,145.44,124.05,133.04,100.23,156.21,120.38,134.2,101,140.06
comp450976_c0,326,0,0,1,2,6,0,6,0,0,1,0,0
comp45098_c0,1220.31,374,221.21,334,219.17,300.63,249,217,209,189,178,399.82,315
comp45099_c0,1110,149,127,256.98,164.94,92.29,196.86,136.09,126.97,147,161.41,187.94,189.95
comp45100_c0,889.06,188.09,215.85,250,72.12,124.03,84.44,140.31,200.68,70.84,157.14,125.35,138.07
comp451002_c0,305,2,0,1,0,0,0,0,0,1,1,0,0
comp45101_c0,2397.88,205,111.08,126.69,118,147.76,174,72,160.93,181.08,97.56,181.93,170.91
comp45102_c0,461,14.49,27,43.99,41,20,18,9.99,22.83,19.99,37.9,52.98,63.56
comp451028_c0,435,3,0,3,0,3,0,2,0,2,1,2,1
comp45103_c0,2911.4,559.99,536.15,442.29,613.01,381,595.15,486.46,634.57,416,624,565,610.58
comp45104_c0,1941.56,188.62,169,174.4,279.99,197.98,284,266,267.18,257.2,166,301,215
comp45105_c0,860,235,214.95,240,288.83,200.6,286,199.74,290.1,190.44,286,192.46,240
comp45106_c0,707,89.99,64.45,106.92,66.64,87.99,84,64.01,78.38,73.98,51.97,92,69.06
comp45107_c0,1382.11,218.61,216.43,168.95,157.35,128.01,157.99,98.89,151,95,107.98,239.08,203
comp45108_c0,1027,52,42,46.92,52,42,63.89,28,55,63,44,69,61.86
comp45109_c0,829.59,59,28.91,66,26.48,36.92,52,27.04,62.1,32.84,43,38.9,73.99
comp45110_c0,915,6,3,20,27,20,25,9,9,5,9,7.01,20.95
comp45111_c0,1377.61,31,33,38,23,23,18.38,34,23,18,23,25,28
comp45111_c1,431,0.97,1,3,0,0,1,1,0,1,0,2,1
comp451111_c0,320,1,0,0,1,1,0,0,0,2,0,2,1
comp45112_c0,1312,70.93,70.05,54.06,72.92,65,79,84.91,71.52,52,66,69,47.93
comp45113_c0,1479,191,175.01,209,220.59,133.56,185,142,188,140,214.69,217.55,179
comp45114_c0,639.06,42,34,46.3,63.05,21,44.99,18,20.6,36,66.13,48.05,58.86
comp451148_c0,489,4,2,1.01,0,0,0,0,0,0,0,0,0
comp45115_c0,1493.7,72,111,90,92,90,97,111,131,98,69,105,103
comp451152_c0,347,0,4,0,0,2,0,0,0,0,0,2,3
comp451156_c0,303,0,1,0,3,0,0,0,0,0,0,0,2
comp45116_c0,3140.91,54,101,152,98,18,55,269.01,75,58,0,82,16
comp45117_c0,1823,734,534.1,538.14,572.38,391,631,389.14,614.88,512.76,772.31,702.96,593
comp45118_c0,314,55.05,19.93,14.57,36,26.72,11.96,8.67,42,17.84,18.02,30,30.97
comp45119_c0,1087,165,89.22,154.07,109,108.79,111.29,187.99,116,92.82,135.82,164.97,101
comp451196_c0,475,4,2,0,0,6,1,0,3,0,0,2,1
comp45120_c0,1315,115,90,119.86,105,85,119,72,80,38,96,173,149
comp45121_c0,2378,105,66,93,67,70,75.99,122,128,85,79,70,61
comp45122_c0,1296,286.25,228.97,218.01,278,167,271.96,191,222,203,312,287,302.57
comp45123_c0,1151,48,33,15,12,30,39.78,9,32,50,52,15,42
comp451235_c0,409,0,1,0,3,0,0,0,3,0,0,0,0
comp45124_c0,1135.58,55,78,93,71,78,122,78,107,85,94,47,106
comp45125_c0,1875.68,198,134,183,199,199,218,174,236,232,180,218.98,219
comp45126_c0,565,4140.54,2747.73,3883.25,3279.96,3430.33,2931.65,3502.16,2740.46,3138.74,2951.09,3722.95,3301.45
comp45127_c0,1136,86,70,53,86,84,104,118,100,121.89,87,57,60
comp451273_c0,387,1,2,0,5,0,0,1,0,1.02,1,0,0
comp45128_c0,1156.55,172.55,221.32,202.08,190,171.03,174.44,146.8,233.3,111.73,201.95,238.99,269.54
comp451283_c0,308,0,2,2,0,1,0,0,0,0,0,0,1
comp45129_c0,531,50.18,17,29,22,57,35,45.09,41,48,25.42,21,15
comp45130_c0,433,29,23,18,24,18,20,14,22,28,24.97,24,27.5
comp451303_c0,352,0,2,1,2,0,0,2,2,1,0,0,2
comp451309_c0,315,4,0,0,0,2,0,0,0,0,0,0,0
comp45131_c0,1290.49,126,94.01,88.84,105,75,116,101.99,99,47,107,120,93
comp45132_c0,1263,219.49,114.99,160.41,119.21,172.36,146.08,155,105.18,198.26,140.46,142.15,130.21
comp451322_c0,395,1,1,3,2,1,0,0,0,2,0,1,0
comp45133_c0,2064.99,430.98,269,321,266.76,303,282.04,292.35,299,338.98,268,284,232
comp451336_c0,462,5,2,0,0,0,0,0,0,0,3,0,0
comp45134_c0,720,24,19,30,22,26,17,14,37,12,34,25.02,29
comp45135_c0,965,30,86.66,46,65.34,26.54,88.87,26,57,24.02,30.22,42.94,35.98
comp451353_c0,545,4,1,2,2,1,0,0,0,1,1,1,1
comp45136_c0,1321,72.77,33.35,49,57.06,76,55,37,71,52,34,47,54
comp45137_c0,1379.22,356,526,301,530,297,565.05,242.02,410.31,229,302,403,542
comp45138_c0,997.02,39,26,23,30.99,20,15,20,24.21,30,25,50,51
comp451388_c0,395,4,0,3,1,1,1,4,0,1,0,1,0
comp451389_c0,326,1,1,1,2,0,1,1,0,3,1,0,0
comp45139_c0,2346,625,795.65,593.2,749.7,365.95,638.89,450.79,578.1,404.98,697.01,689.85,603.15
comp45140_c0,418.66,118.65,165.62,104.18,85.09,100.75,64.86,70,176,113,197.33,86.9,98.96
comp45141_c0,1180.99,5203.76,3679.03,4285.06,4460.44,3922.88,4268.1,4200.34,4193.79,4072.39,4679.78,4955.48,4126.02
comp45142_c0,1003.97,38,47,31,24,34,62,39.99,32,36.71,47.61,23,35
comp45143_c0,549.21,17,7,49,9,14,27,7,26.01,16,27,15,18
comp45144_c0,563,16,13,2.91,8,7,15.02,1,5,11,4.16,26.42,12
comp451448_c0,310,0,1,0,3,0,0,0,0,0,0,0,1
comp45145_c0,670.3,100.37,24,21,4,195,25.02,3,42,49.02,41,7,31
comp45146_c0,484,27.41,39.44,37,23.34,35,26.5,40.57,41.06,56.93,25.63,29,20.99
comp45147_c0,2811,102,60.41,90.18,82,85,89,67,72,52,65.93,97.14,84.25
comp451475_c0,322,0,2,1,2,0,0,0,0,0,0,0,0
comp45148_c0,470.47,14.02,28,16.97,24,29,26,21,12.06,27,16,20,24.01
comp451483_c0,308,1,0,0,2,0,0,1,1,0,0,0,0
comp45149_c0,685,39,49,55,52,29,57,39,45,18,43,68.61,53
comp4515_c0,556,2,6,4,2,2,4,0,4,2,1,3,2
comp45150_c0,1269.11,652.28,557.37,666.57,643.93,505.68,554,561.5,579.03,530.56,617.75,638.7,525.48
comp451502_c0,324,0,2,0,0,0,0,0,0,1,0,0,0
comp451506_c0,303,2,1,0,1,0,0,0,0,0,0,0,0
comp451507_c0,322,0,0,4,1,0,0,2,0,0,0,0,0
comp45151_c0,940,57,26,54,59,30,59,35,61,30,41,58,57
comp451519_c0,320,1,1,1,0,2,1,1,0,0,2,0,0
comp45152_c0,687.72,14,45,22,38,50,62,19,25.87,32,30.01,21,27
comp45153_c0,428.77,42,33,39,28,26,12,21,13.57,37,21,28,26
comp45154_c0,476,24.43,15,45,26.32,28.98,27.85,29.18,36,52,33.39,50.84,42.48
comp451544_c0,387,1,1,3,0,1,0,4,0,0,0,6,0
comp45155_c0,1026,143,204.57,69,64,115,138,169.4,111.78,115,48.98,150.82,81.99
comp451559_c0,392,2,2,3,0,0,0,1,0,1,0,0,2
comp45156_c0,849.18,342.09,395,309.01,525.97,433.53,528.98,433.88,143,311.92,217.86,311.64,443.75
comp451560_c0,478,1,2,3,1,0,0,0,0,0,0,0,1
comp451568_c0,520,0,3,1,3,0,1,1,0,0,1,2,0
comp45157_c0,413,35,29,11,25,51,34,5,36,20,44,25.01,42
comp45158_c0,803.04,210,96,160,105.86,165.67,108.99,178,182.18,159.01,133.06,114.01,107.36
comp451585_c0,551,3,3,1,2,1,0,2,1,3,2,0,1
comp45159_c0,814.13,57,53,59,65,44,76,71,65.35,29,80,42,31
comp45160_c0,1282,37,58.62,32,42,40,50,10,33,27,26,48,47
comp451607_c0,370,0,2,0,3,0,1,0,1,0,0,0,0
comp45161_c0,2310.58,8910.02,8692.46,7718.87,9311.21,7779.47,8659.57,8237.45,7786.99,6819.26,8942.96,8995.73,7509.25
comp45162_c0,1358,108,39,55,28,29,15,18,18,8,7,40,29
comp451620_c0,586,3,0,4,2,2,2,1,1,0,3,4,1
comp45163_c0,2074,81,55,72,79,42.01,64,35,59.05,58,51,84,61
comp45164_c0,817.06,27,47.72,44.96,62,37.01,64.86,19,40,15,26,41,64
comp45165_c0,642.1,41,41,71,32,49,41,62,40,52,47,122,34
comp451653_c0,767,4,1,4.86,5,0,4,1,1,0,2,5,7
comp45166_c0,1130.34,347.01,335,380.96,384,423,290,271,372,391.91,384,499.89,323
comp451666_c0,416,0,1,5,0,3,2,0,0,0,0,6,0
comp45167_c0,6178,1680.12,1873,1868.88,1953.33,1582,1757,1752,1009.27,1349.02,808,1796,2060.01
comp451671_c0,324,1,1,2,0,1,0,0,0,1,0,0,0
comp45168_c0,2616.93,33.11,39.97,48,60,23,30,22,46,30,29,19,29
comp45169_c0,1309,72,25,34,49.88,43,20,50.94,58,40,32,48,35
comp45170_c0,1458,65,62,71,76,56,68,62,72,27,75,78,54
comp451701_c0,399,2,2,0,0,2,0,0,1.5,1,0,0,0
comp45171_c0,721,35,13,38,8,39,17,21.23,14,12,15.3,30,26
comp45172_c0,924,24,38,37,21.1,31,34,31,31,41,35,28.73,31
comp451723_c0,326,0,3,1,1,1,5,0,1,0,0,2,4
comp45173_c0,756.69,30,10,22,4,22,25.99,13,14,37,4,19,23
comp45174_c0,1303,401.85,568.17,379.76,398.43,340.97,574.34,281.99,430.7,384.99,420.99,438.71,415.77
comp45175_c0,1363.03,402,236.66,293.7,309.03,182,263.97,298.63,194.93,163.21,305.15,347.32,244.01
comp451755_c0,389,3,0,2,0,0,0,0,0,0,0,0,0
comp45176_c0,770.59,48,40,32,24,35,46,26,43,35,30,66,18
comp45177_c0,3336.6,167,260.06,93,107.67,124,205,39,105,64,120.99,114,136
comp451776_c0,391,3,0,1,1,0,0,1,0,1,0,0,0
comp45178_c0,498.04,275.91,204.75,142.57,156.21,125.05,229,163.81,103.7,289,197.97,169.47,181.64
comp45179_c0,375,1,1,7,6,2,9,5,5,4,3,14,4
comp45179_c1,1678.33,65,56,149,129,52,85.6,84.01,103,62.06,82.62,136,68
comp451799_c0,311,0,0,3,1,0,1,0,0,0,0,0,0
comp45180_c0,1272,49,42,47,53,46,50,23,52.01,39,37,67,49
comp45181_c0,1154,278,164,81.77,111,65.98,210.01,35,67.96,158,95.98,97.77,218
comp45182_c0,1002,40,27,35,35,80,33,28,30,32,42,33,38.99
comp45183_c0,1151,59,31,36,21,22,25,17,35,18,12.85,30,19.28
comp45184_c0,696.63,44,26,25,42,8,33,17,60,41,33,52,31
comp451844_c0,321,1,1,2,0,0,0,1,2,2,1,1,3
comp451845_c0,331,1,1,1,2,0,0,0,0,0,0,0,1
comp451847_c0,559,4,2,2,1,0,0,0,1,0,1,1,0
comp45185_c0,1930.44,30,22,3,45,26,22,13,49,16,585,32,18
comp45186_c0,1608,35,20,39,15,20,32,23,36,31,18,31,27
comp451864_c0,433,3,0,2,1,1,1,1,2,0,0,1,0
comp45187_c0,439.85,28.29,28,31,107.26,46.34,68,69.8,48.08,60.99,32.39,58,73
comp451878_c0,308,0,0,1,1,0,0,0,0,0,1,0,0
comp45188_c0,693,30.17,28,27.56,60,30.2,51.79,25,44.01,27,39,37,38
comp451887_c0,399,3,0,0,0,2,0,3,0,0,2,1,0
comp45189_c0,438,13,9.34,16,3.98,4,11,4,9,1,10,26,10.01
comp4519_c0,385,7,0,4,0,3,2,3,0,9,0,3,1
comp45190_c0,857,66.9,57,30.93,72.43,33,44,53,62,29,64,57,42
comp451900_c0,363,0,2,2,1,0,0,0,0,0,0,0,0
comp451902_c0,371,0,0,0,4,1,0,0,2,2,1,0,0
comp45191_c0,1214.53,21,22,55,30,24,17,25.59,14.7,20,17,36,34
comp45192_c0,1751,96,84,97,97,86.31,101,105,67,92,91.03,102,89
comp45193_c0,1108,19,13,19,20,37,21,22.97,23.28,16,20,32,28
comp45194_c0,860.72,69.04,92,51,74.22,37,50,51.86,67.35,46.93,77.33,76.53,82.37
comp451943_c0,453,4,1,2,1,2,4,1,1,3,0,3,2
comp451946_c0,410,1,2,1,2,4,0,2,1,0,0,1,0
comp45195_c0,1592.64,138,78,96,62,77.01,116,22,69,29,42,120,117.59
comp451958_c0,367,1,0,1,2,1,0,1,2,1,0,1,0
comp45196_c0,1405.89,191.56,157.96,237.96,164,166,151.35,158,142,141,164,248,167
comp45197_c0,1720,68.9,39,60,50,54,44,25,36,37,31,95,48
comp451970_c0,344,1,2,2,0,1,0,0,0,2,0,2,0
